,0,1
583,vivi para ver brasileiro fazendo meme sobre o coronavirus e sua pouca letalidade seria legal se nao tivessemos tantos mortos ontem mais de 200 somos um povo sem nocao nenhuma,saúde
584,voces pediram mais detalhes certo veja ai o novo formato de boletim sobre casos de coronavirus cidade com numero de recuperados e outros dados sobre contagio do coronavirus em maringa rt,saúde
585,voltar com o futebol no epicentro da pandemia do coronavirus no pais e desumanizar um esporte que precisa de centenas de pessoas para que uma unica partida aconteca pressfut,Político-social
586,weintraub fora dos holofotes na crise do coronavirus ganhou um pouco de luz hoje a pgr pede que ele seja investigado no stf por crime de racismo contra os chineses,saúde
587,westworld sempre me deixa cabrero com a possibilidade de eu ter sido criado ontem e todas as memorias q eu tenho da vida terem sido apenar implantadas la e nada ser realse bem q nesse caso o coronavirus tbm n e real e eu sou so um host numa simulacao realista do jogo plague,saúde
588,witzel anuncia que esta com o novo coronavirusele disse qye vai seguir trabalhando normalmente agora ele vai ter que assumir que foi uma gripe ou que tomou o remedio do bolsonaro,saúde
589,youtuber e indiciado por divulgar noticias falsas e receitas caseiras com promessa de protecao contra o coronavirus diz policia g1,saúde
590,as mulheres morrem em casa ha um surto de feminicidios como sombra da pandemia de covid 19 trancadas a casa com o agressor elas morrem pelas mazelas do mundo que afetam a masculinidade como alcoolismo e desemprego,Político-social
591,bolsonaro abraca os eleitores da a mao pras pessoas vai na padaria vai na farmacia 3 testes negativos pro coronavirus wilson witzelquarentena lockdown isolamento total mascara alcool em gel pegou coronavirus parece que o jogo virou queridinho,saúde
592,coronavirus ate o fim do mes fara o caminho de volta pro inferno final do ano o comercio vai bombar nas vendas 2021 economia nos trilhos 2022 bolsonaro se reelege,economia
593,de acordo com a policia militar a marca dos testes negociados por fernandinho mariano seria a mesma de lotes roubados no aeroporto de guarulhos nesta semana,saúde
594,o brasil testando menos de 10 dos casos suspeitos de coronavirus e o povo falando que a contaminacao ta diminuindo e igualzinho aquele seu tio que nunca vai no medico e fala so tem doenca quem faz exame,saúde
595,o coronavirus surgiu depois dessa conversa,saúde
596,osmar terra em audio para coronavirus esta despencando e momento de comemorar u200d via amado,saúde
597,passando para lembrar que o pais que gasta 63 milhoes de reais por ano com auxilio paleto e o mesmo em que os profissionais de saude estao usando saco plastico como epi no enfrentamento do coronavirus,saúde
598,primeira ministra da nova zelandia aceita corte no salario em solidariedade com afetados pela pandemia de coronavirus mundo correio da manha,Político-social
599,primeira ministra da nova zelndia aceita corte no salrio em solidariedade com afetados pela pandemia de coronavrus mundo correio da manh,Político-social
